cle,nbmaisons,nbpers_au_foyer,type_client,catholique,protestant,autre_religion,sans_religion,marie,concubin,autre_relation,celibataire,sans_enfant,avec_enfant,niv_etude_haut,niv_etud_moy,niv_etud_bas,PCStop,PCScadre,PCSagri,PCSinter,PCSouvr_quali,PCSouvr,locataire,proprietaire,auto1,auto2,auto0,assur_sante_public,assur_sante_prive,revenu1,revenu2,revenu3,revenu4,revenu5,revenu_moyen,pouvoir_achat
4873,1,3,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7
4874,1,3,8,1,4,2,3,5,2,3,2,3,4,2,3,5,1,1,2,2,3,1,3,6,5,1,3,7,2,3,4,2,1,1,4,3
4875,1,2,7,1,6,1,3,4,1,5,3,3,4,0,5,4,1,1,1,5,1,3,4,5,4,2,4,7,2,6,3,1,0,0,2,3
4876,1,2,8,0,5,0,4,3,2,4,4,3,3,1,4,5,2,0,0,3,4,1,2,7,5,2,2,8,1,2,5,2,0,0,3,5
4877,1,3,9,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,5
4878,1,3,8,0,5,1,3,6,2,1,0,3,6,0,6,3,3,0,5,2,0,0,0,9,6,1,2,6,3,0,7,0,2,0,5,3
4879,1,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,4,3
4880,1,1,4,1,4,0,5,2,2,5,5,3,1,4,1,5,0,0,0,6,0,3,3,6,0,0,9,6,3,9,0,0,0,0,1,1
4881,1,2,9,0,4,1,4,6,2,1,1,5,3,0,3,6,1,0,0,4,3,2,6,3,6,0,3,5,4,2,2,5,0,0,4,5
4882,2,4,3,2,4,2,2,9,0,0,0,0,8,2,4,4,2,0,0,7,1,0,2,7,9,0,0,9,0,0,0,4,5,0,8,7
4883,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,6
4884,1,2,6,0,7,0,2,4,0,5,4,5,1,1,3,5,2,0,0,4,1,3,8,1,2,1,7,8,1,4,4,2,0,0,3,1
4885,1,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,3
4886,1,3,8,0,2,2,6,6,0,3,1,5,4,0,4,5,3,0,0,1,5,1,2,7,5,0,4,9,0,0,0,9,0,0,6,4
4887,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,6
4888,1,5,3,0,6,3,1,7,1,2,0,3,6,0,3,6,0,0,0,3,4,3,2,7,7,1,2,6,3,2,2,5,0,0,4,8
4889,1,2,7,3,5,0,2,9,0,0,0,6,3,3,5,2,2,0,0,7,0,1,5,4,7,2,0,7,2,2,4,2,1,0,4,1
4890,1,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,4,3
4891,1,2,7,0,3,3,4,5,0,4,4,3,3,0,0,9,0,0,0,3,0,6,9,0,6,0,3,9,0,2,5,3,0,0,3,1
4892,1,3,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,9,0,7,0,2,6,3,2,5,3,0,0,3,4
4893,1,3,9,2,3,0,5,5,1,4,3,2,4,2,5,2,3,0,0,5,2,1,7,2,7,1,2,5,4,3,3,3,1,0,4,5
4894,1,1,1,0,5,0,4,0,3,6,6,3,0,3,3,3,0,0,0,6,0,3,7,2,5,0,4,7,2,5,4,0,0,0,2,6
4895,1,3,1,2,3,1,5,6,1,3,0,6,3,4,4,2,6,1,0,2,0,2,2,7,5,2,2,3,6,0,4,3,2,2,6,7
4896,1,2,5,0,4,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,8,1,6,1,3,6,3,4,4,1,0,0,3,2
4897,2,3,9,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,5
4898,1,3,10,0,5,1,4,8,1,0,0,4,5,1,3,6,2,0,5,1,2,0,2,7,7,2,0,3,6,5,2,2,1,0,3,3
4899,1,3,9,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,5
4900,1,2,7,1,4,1,4,5,1,4,3,3,3,0,4,5,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,3,3
4901,1,4,2,1,5,1,3,7,1,2,0,2,7,3,4,2,2,1,0,4,3,1,1,8,7,0,2,5,4,1,3,4,2,1,6,7
4902,1,2,1,0,2,0,7,6,0,3,5,3,2,4,4,2,7,0,0,0,2,0,0,9,9,0,0,2,7,1,3,6,0,0,4,6
4903,1,4,7,0,9,0,0,5,0,4,1,3,6,0,2,7,0,0,0,1,4,5,8,1,7,0,2,5,4,1,8,1,0,0,3,1
4904,1,3,8,0,4,1,4,6,1,3,1,5,4,1,5,3,1,0,1,4,2,3,2,7,4,0,5,7,2,2,3,3,1,1,5,4
4905,1,2,7,1,5,1,3,4,1,5,4,2,3,1,3,5,1,0,1,2,3,4,5,4,5,1,3,8,1,5,3,2,0,0,3,1
4906,1,4,3,2,4,1,3,7,1,1,1,2,6,3,4,2,3,0,0,4,2,1,2,7,9,0,0,5,4,2,3,5,0,0,4,6
4907,1,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
4908,2,3,5,0,5,0,4,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,4,5,6,1,2,7,2,0,6,3,0,0,4,2
4909,1,2,8,0,4,0,5,3,0,6,5,2,2,1,2,7,0,0,2,2,3,4,2,7,5,1,4,7,2,1,4,5,0,0,4,5
4910,3,2,6,0,3,0,6,5,0,4,4,4,2,0,0,9,0,0,0,0,7,2,7,2,5,0,4,9,0,6,2,2,1,0,3,1
4911,1,2,7,0,2,2,5,7,0,2,0,6,3,0,2,7,0,0,0,3,4,3,9,0,7,2,0,9,0,6,3,0,0,0,3,1
4912,1,2,2,0,4,0,5,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7
4913,1,2,10,1,6,0,3,6,1,2,2,3,5,4,6,0,0,4,6,0,0,0,3,6,6,3,1,5,4,0,6,4,0,0,4,3
4914,2,4,2,0,5,0,5,9,0,0,0,0,9,0,5,5,0,0,0,9,0,0,0,9,6,3,0,2,7,0,9,0,0,0,3,7
4915,1,3,9,1,6,2,2,7,1,2,0,3,6,0,0,9,0,0,0,3,6,0,0,9,7,1,2,7,2,0,9,0,0,0,3,4
4916,1,4,8,0,7,1,1,7,0,2,0,0,9,0,4,5,1,0,0,4,0,5,0,9,5,2,2,4,5,0,0,1,8,0,9,6
4917,1,2,8,3,4,0,3,6,0,3,3,2,5,0,5,4,0,0,0,4,5,0,0,9,9,0,0,5,4,2,7,0,0,0,3,3
4918,1,4,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,4
4919,1,3,2,0,4,0,5,7,1,1,1,4,4,1,4,4,1,0,2,4,3,1,2,7,5,4,0,7,2,4,4,2,0,0,3,8
4920,1,2,8,1,5,2,3,6,1,3,3,4,2,1,4,4,3,1,0,4,1,2,4,5,6,1,2,6,3,3,3,3,1,0,4,3
4921,1,4,8,3,5,1,2,8,1,0,0,0,9,0,9,0,0,0,0,4,0,5,0,9,5,1,3,6,3,0,3,3,3,0,5,4
4922,1,2,3,0,9,0,0,4,0,5,5,0,4,5,0,4,0,0,0,9,0,0,5,4,9,0,0,4,5,0,9,0,0,0,4,6
4923,1,3,3,2,3,0,5,6,2,2,0,5,4,3,6,0,0,0,0,4,3,3,0,9,6,1,2,3,6,0,0,3,4,3,0,7
4924,1,2,8,0,5,2,2,6,1,2,1,4,5,4,1,5,2,0,0,3,3,2,3,6,7,0,2,8,1,2,5,2,0,0,3,3
4925,1,2,9,1,4,0,4,6,0,3,3,5,2,2,3,4,4,0,0,3,2,2,3,6,7,1,2,3,6,4,0,4,2,0,4,5
4926,1,2,5,0,6,2,2,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,8,1,4,3,3,7,2,3,4,2,0,0,3,3
4927,1,2,3,2,3,1,5,5,2,2,2,4,4,1,5,4,2,0,0,4,3,1,8,1,6,2,2,8,1,2,5,2,1,1,4,4
4928,1,3,8,1,4,2,3,5,2,3,2,3,4,2,3,5,1,1,2,2,3,1,3,6,5,1,3,7,2,3,4,2,1,1,4,3
4929,1,4,3,0,3,0,6,7,0,2,1,1,7,1,4,4,1,0,0,5,0,4,8,1,5,1,3,8,1,1,5,4,0,0,4,4
4930,1,4,2,1,5,1,3,7,1,2,0,2,7,3,4,2,2,1,0,4,3,1,1,8,7,0,2,5,4,1,3,4,2,1,6,7
4931,1,4,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8
4932,1,3,2,0,4,1,4,6,1,3,3,1,6,4,2,4,3,0,0,5,2,1,1,8,7,0,2,8,1,1,6,3,0,0,4,7
4933,1,3,3,0,4,0,5,8,1,1,1,4,5,5,3,1,6,0,0,2,1,1,9,0,7,0,2,4,5,1,2,6,0,0,5,6
4934,1,3,8,0,5,2,2,7,0,2,1,4,5,1,4,4,2,0,0,2,3,4,3,6,7,2,0,6,3,3,4,3,1,0,3,5
4935,1,3,7,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,8,1,6,1,2,8,1,3,5,2,1,1,3,1
4936,1,3,7,1,3,2,4,6,1,2,2,3,5,1,3,6,1,0,0,3,3,3,7,2,5,1,3,7,2,3,5,2,1,0,3,1
4937,1,3,2,1,7,0,1,6,0,3,2,4,4,4,3,2,3,0,0,5,1,1,0,9,6,3,2,5,4,1,4,4,1,0,5,7
4938,2,2,6,0,4,2,3,5,0,4,4,2,4,0,0,9,0,0,2,2,3,3,9,0,7,0,2,9,0,2,7,0,0,0,3,1
4939,1,2,9,0,5,4,0,0,0,9,7,0,2,0,0,9,0,0,0,0,6,3,7,2,7,1,2,7,2,7,2,0,0,0,1,5
4940,1,3,9,0,7,0,2,3,1,6,4,2,4,0,1,8,1,0,0,1,3,5,8,1,3,0,6,8,1,6,2,2,1,0,2,4
4941,1,3,10,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,4
4942,1,2,5,3,2,1,3,5,2,2,2,5,2,2,4,4,2,2,0,2,3,1,6,3,7,0,2,6,3,5,0,0,4,0,5,3
4943,1,1,5,1,4,2,3,4,1,4,5,4,1,1,4,4,2,1,0,3,4,0,8,1,6,0,3,7,2,4,0,5,0,0,4,3
4944,1,3,7,0,2,3,5,6,3,0,0,4,5,0,0,9,0,0,0,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,4,1
4945,1,2,3,1,5,3,2,6,0,3,3,4,3,0,2,7,1,0,0,3,3,4,4,5,6,1,2,9,0,1,7,2,0,0,3,6
4946,1,3,3,2,3,1,4,7,1,2,1,4,5,1,6,3,4,1,0,4,1,1,6,3,7,1,2,5,4,5,3,1,0,0,3,4
4947,1,2,5,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2
4948,1,2,6,1,4,2,3,5,0,4,6,0,3,5,0,4,0,0,0,9,0,0,4,5,5,1,4,9,0,0,0,9,0,0,5,1
4949,1,2,1,0,6,1,3,5,0,4,3,3,4,1,3,5,1,0,1,6,1,3,2,7,7,0,2,7,2,0,5,4,0,0,4,6
4950,1,2,1,1,5,4,0,9,0,0,1,6,3,4,3,2,6,0,0,2,2,0,0,9,5,4,0,0,9,0,0,8,1,0,5,6
4951,1,3,3,1,4,1,5,6,2,1,1,4,5,2,5,3,1,0,0,6,1,2,1,8,7,2,0,8,1,1,3,6,1,0,5,6
4952,1,2,7,2,2,2,4,6,0,3,3,4,3,0,3,6,1,0,0,4,2,4,9,0,4,3,3,9,0,1,8,0,0,0,3,3
4953,1,2,3,0,7,2,0,7,0,2,0,7,2,0,1,8,0,0,0,6,0,3,1,8,5,2,2,7,2,0,3,5,2,0,5,6
4954,1,2,5,2,4,4,0,5,0,4,3,4,2,2,3,5,3,0,0,1,2,5,3,7,5,2,2,7,2,1,5,4,0,0,4,2
4955,1,4,3,1,3,1,5,7,1,2,1,2,7,1,2,7,0,0,0,3,3,4,8,1,6,1,3,7,2,2,6,2,1,0,3,4
4956,1,2,9,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,3,4
4957,1,2,3,0,4,2,4,7,1,2,3,4,3,2,6,1,5,0,0,3,1,0,7,2,7,1,1,8,1,0,5,4,0,0,4,6
4958,1,3,8,0,4,2,4,3,4,2,0,5,4,0,3,6,2,0,2,2,3,2,2,7,5,2,3,6,3,0,6,2,2,1,5,5
4959,7,2,6,0,6,2,2,9,0,0,4,2,4,2,1,6,5,2,0,0,3,0,4,5,6,3,0,0,9,7,0,1,2,0,3,1
4960,1,3,3,1,4,1,5,7,1,1,0,5,4,0,8,1,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,3,4
4961,1,3,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6
4962,1,3,8,0,9,0,0,9,0,0,0,3,6,0,4,5,2,0,0,2,5,0,0,9,7,2,0,4,5,0,5,4,0,0,4,3
4963,1,3,7,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,4,5,3,2,4,7,2,6,2,2,0,0,2,1
4964,1,2,2,1,5,0,3,7,1,2,3,3,4,0,5,4,3,0,0,0,5,2,0,9,6,2,2,6,3,0,5,3,2,0,5,7
4965,1,3,2,2,5,0,3,9,0,0,1,3,5,7,2,0,9,0,0,0,0,0,0,9,7,2,0,2,7,1,2,3,4,1,7,8
4966,1,2,1,1,4,2,4,5,2,3,3,5,2,2,4,3,3,1,1,4,2,1,6,3,6,1,2,7,2,2,3,3,1,0,4,6
4967,1,3,2,0,8,0,1,7,0,2,0,1,8,0,7,2,5,0,0,3,2,1,2,7,6,3,0,2,7,2,3,3,2,0,5,7
4968,1,2,7,0,6,0,3,3,0,6,3,4,3,0,3,6,2,0,0,2,4,4,9,0,5,0,4,5,4,5,3,1,0,0,2,1
4969,1,2,7,0,4,1,5,3,1,6,3,2,4,0,1,8,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,2,2
4970,1,2,8,1,5,2,3,5,1,3,0,2,7,0,2,7,0,0,0,5,0,4,9,0,6,1,3,7,2,3,3,4,0,0,4,3
4971,1,4,8,0,6,0,3,9,0,0,0,3,6,0,0,9,0,0,3,0,6,0,9,0,7,2,0,9,0,3,5,2,0,0,3,3
4972,1,3,9,2,2,2,4,9,0,0,0,4,5,2,2,6,2,0,0,2,2,4,9,0,7,0,2,4,5,0,9,0,0,0,3,4
4973,1,3,8,0,7,0,2,7,0,2,0,4,5,0,3,6,1,0,0,4,3,2,4,5,6,3,0,8,1,3,3,4,1,0,4,3
4974,1,4,6,0,6,1,2,7,1,2,0,0,9,0,5,4,0,0,0,0,4,5,9,0,5,2,3,6,3,9,0,0,0,0,2,1
4975,1,3,8,0,5,0,4,8,0,1,0,3,6,0,3,6,0,2,0,5,3,1,1,8,8,1,0,8,1,0,6,3,0,0,4,4
4976,1,2,5,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2
4977,1,3,8,0,3,3,4,6,3,1,1,5,3,2,4,3,1,0,1,6,1,2,2,7,4,0,5,7,2,3,3,2,2,1,4,4
4978,1,3,3,1,3,2,4,7,1,2,2,3,5,1,7,1,4,0,0,5,1,1,6,3,7,1,2,4,5,3,4,3,1,0,3,4
4979,1,2,8,0,1,3,6,6,0,3,3,3,3,0,1,8,1,1,0,1,8,1,9,0,5,2,3,7,2,7,2,1,0,0,2,3
4980,1,3,2,0,9,0,0,7,0,2,2,3,5,4,3,3,4,0,0,3,2,2,0,9,9,0,0,3,6,2,0,4,4,0,7,7
4981,1,2,7,0,4,0,5,3,0,6,6,2,2,1,2,7,0,0,0,0,5,4,9,0,5,0,4,9,0,6,3,0,0,0,2,1
4982,1,2,3,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,6
4983,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,5
4984,1,3,8,1,5,1,3,6,1,2,2,4,4,2,2,6,2,1,1,2,3,2,6,3,6,1,3,7,2,3,4,2,1,0,3,3
4985,1,2,10,0,5,2,2,7,1,1,0,6,3,2,0,7,2,2,3,2,1,2,1,8,8,0,1,5,4,2,4,3,2,0,4,4
4986,2,5,9,0,6,0,3,9,0,0,0,3,6,0,4,5,0,0,0,3,6,0,3,6,9,0,0,9,0,6,0,3,0,0,3,5
4987,1,4,9,0,6,1,3,7,1,2,1,1,8,0,2,7,1,0,0,1,5,3,6,3,6,1,2,9,0,1,7,2,0,0,3,5
4988,1,3,3,2,3,1,4,7,1,2,1,4,5,1,6,3,4,1,0,4,1,1,6,3,7,1,2,5,4,5,3,1,0,0,3,4
4989,2,4,3,1,5,1,4,7,1,2,0,0,9,2,0,7,0,0,0,3,0,6,0,9,6,2,1,4,5,0,3,5,2,0,5,8
4990,1,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
4991,1,3,9,3,4,2,2,9,0,0,3,4,3,3,4,3,2,0,0,3,1,5,0,9,7,2,0,9,0,0,5,3,2,0,5,4
4992,1,3,2,1,5,1,4,7,1,2,1,4,5,4,4,2,4,0,1,3,1,2,4,5,6,2,1,4,5,1,2,6,1,0,5,6
4993,1,2,5,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2
4994,1,3,1,0,5,0,4,6,0,3,0,3,6,4,2,4,4,0,0,2,4,0,0,9,4,5,0,5,4,0,3,6,0,0,4,3
4995,1,3,1,2,2,2,5,7,1,2,2,4,4,5,3,2,8,1,0,0,0,0,0,9,3,5,2,2,7,0,2,5,2,1,6,8
4996,1,3,9,0,4,0,5,7,2,0,0,4,5,0,0,9,0,0,0,2,4,4,5,4,8,0,1,8,1,2,4,4,0,0,4,4
4997,1,2,3,1,2,2,6,9,0,0,2,4,4,0,4,5,1,0,0,4,4,2,8,1,8,1,0,5,4,3,3,2,2,1,5,7
4998,1,2,2,0,4,0,5,7,0,2,2,6,2,3,5,1,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7
4999,1,2,1,0,5,0,4,7,0,2,2,5,2,3,4,2,5,0,0,4,0,0,6,3,6,3,0,2,7,3,4,3,0,0,4,6
5000,1,3,7,1,4,1,5,6,2,2,2,3,5,1,3,6,1,0,0,3,3,2,8,1,6,1,2,8,1,3,5,2,1,1,3,1
5001,1,2,9,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,3,5
5002,2,2,8,0,3,2,5,5,2,3,3,5,3,0,3,6,1,0,5,1,3,2,5,4,4,5,1,7,2,2,5,1,2,0,4,6
5003,2,1,6,0,5,2,2,2,0,7,7,2,0,0,2,7,3,0,0,2,2,3,9,0,4,0,5,9,0,9,0,0,0,0,2,1
5004,1,3,1,1,2,2,5,6,0,3,3,2,5,4,5,1,2,4,0,3,2,0,8,1,5,1,3,3,6,2,2,3,4,0,6,6
5005,1,3,5,3,2,1,5,3,1,6,0,5,4,3,4,2,0,1,0,3,2,4,4,5,2,0,7,9,0,6,0,3,0,0,3,3
5006,1,1,1,0,6,3,0,6,0,3,6,3,0,3,5,1,0,0,0,3,0,6,8,1,6,0,3,6,3,5,0,4,0,0,3,7
5007,1,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,4,5,6,3,1,7,2,2,5,1,2,0,4,3
5008,1,3,8,0,7,2,0,7,0,2,0,3,6,0,2,7,0,0,0,8,0,1,5,4,5,2,2,7,2,0,5,3,1,0,4,4
5009,2,3,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,4,3
5010,1,4,8,1,5,1,3,6,1,2,0,3,6,4,3,3,2,0,0,1,1,7,0,9,7,2,1,5,4,0,3,1,2,4,8,3
5011,1,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,7
5012,1,2,2,2,4,2,4,4,0,5,5,1,3,3,4,3,2,0,0,6,0,2,6,3,7,2,0,4,5,2,3,4,2,0,5,8
5013,1,2,3,0,4,1,5,4,3,3,2,3,4,1,4,5,1,0,0,2,3,4,8,1,6,1,2,8,1,3,4,2,0,0,3,4
5014,1,3,3,1,3,2,4,7,1,2,1,4,4,2,6,2,2,0,0,5,2,1,6,3,7,1,2,5,4,2,4,4,1,0,4,6
5015,1,4,1,2,5,2,1,8,0,1,1,1,8,6,3,1,7,1,0,1,1,1,1,8,5,4,1,2,7,1,1,7,1,0,6,8
5016,1,3,10,1,4,1,4,7,1,2,2,4,4,2,4,4,3,1,2,2,2,1,4,5,6,2,1,5,4,3,3,3,2,1,4,4
5017,1,4,8,1,4,1,4,7,1,2,0,0,9,0,3,6,3,0,0,3,5,0,0,9,6,2,1,5,4,0,6,0,3,0,5,6
5018,1,2,1,1,6,1,2,5,1,3,2,4,3,1,4,4,2,1,0,4,1,3,3,6,6,1,3,7,2,3,4,3,1,0,4,3
5019,1,2,1,4,5,1,0,9,0,0,3,4,3,3,4,3,7,0,0,1,1,0,0,9,5,4,0,0,9,0,0,6,3,0,6,8
5020,1,2,1,0,5,0,4,5,0,4,4,2,4,2,3,5,4,2,0,0,3,0,0,9,5,3,2,6,3,4,2,3,0,0,3,6
5021,1,2,5,3,2,1,3,5,2,2,2,5,2,2,4,4,2,2,0,2,3,1,6,3,7,0,2,6,3,5,0,0,4,0,5,3
5022,1,4,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
5023,1,3,1,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,6
5024,1,2,8,0,5,0,5,9,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,9,0,0,5,5,0,9,0,0,0,3,3
5025,1,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
5026,1,1,8,1,4,1,4,7,1,2,9,0,0,0,0,9,0,0,0,9,0,0,9,0,6,2,1,5,4,5,5,0,0,0,3,4
5027,2,5,3,8,0,0,1,6,2,3,0,0,9,0,9,0,2,0,0,3,3,3,0,9,5,3,2,6,3,2,3,3,2,0,5,8
5028,1,3,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,9,0,7,0,2,6,3,2,5,3,0,0,3,4
5029,1,3,9,0,4,1,5,7,1,2,2,2,6,1,3,6,0,0,0,3,2,4,7,2,6,2,2,9,0,4,4,2,0,0,3,4
5030,1,3,1,2,3,1,4,6,1,2,1,4,5,1,6,2,2,1,0,6,1,2,7,2,6,1,2,6,3,2,6,2,0,0,3,3
5031,1,3,7,1,5,1,3,8,1,1,2,5,3,2,3,5,1,1,1,5,3,1,4,5,7,0,2,5,4,2,3,4,1,0,4,1
5032,1,3,7,0,7,0,2,9,0,0,0,4,5,0,5,4,2,0,1,2,6,0,3,6,7,2,0,9,0,4,3,3,0,0,3,2
5033,1,3,2,2,5,0,3,9,0,0,1,3,5,7,2,0,9,0,0,0,0,0,0,9,7,2,0,2,7,1,2,3,4,1,7,8
5034,2,5,9,0,6,0,3,9,0,0,0,3,6,0,4,5,0,0,0,3,6,0,3,6,9,0,0,9,0,6,0,3,0,0,3,5
5035,1,3,7,0,5,0,4,5,1,3,3,2,5,1,4,4,2,1,0,3,3,2,7,2,5,1,4,7,2,3,5,2,0,0,3,1
5036,1,3,7,0,6,0,3,7,0,2,0,5,4,2,4,4,2,2,0,3,3,2,2,7,7,2,0,2,7,0,5,4,0,0,4,1
5037,1,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,4,3
5038,1,2,8,0,3,2,4,5,2,3,3,4,3,0,4,5,0,0,0,5,4,0,7,2,9,0,0,9,0,3,6,0,0,0,3,3
5039,1,2,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,5,4,9,0,0,9,0,5,4,0,0,0,3,5
5040,1,3,9,6,2,1,2,5,2,3,2,3,5,4,3,2,3,0,1,4,2,2,6,3,5,3,1,4,5,1,3,4,2,1,6,5
5041,1,2,6,0,5,0,4,2,2,5,3,6,0,1,4,5,4,0,0,2,2,2,9,0,5,0,4,9,0,6,2,1,0,0,2,1
5042,1,4,9,1,4,1,4,6,0,3,0,1,8,0,3,6,3,0,1,0,0,6,0,9,6,1,2,6,3,0,4,5,0,0,5,4
5043,1,3,1,2,3,1,4,6,1,2,1,4,5,1,6,2,2,1,0,6,1,2,7,2,6,1,2,6,3,2,6,2,0,0,3,3
5044,1,3,1,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,6
5045,1,2,8,0,3,4,2,6,0,3,3,3,4,0,5,4,2,0,0,2,1,6,2,7,6,0,3,7,2,1,3,5,0,0,5,3
5046,1,3,8,0,6,2,1,6,0,3,2,3,4,1,2,7,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,4,3
5047,1,3,9,0,5,0,4,5,1,3,2,1,7,1,4,5,1,1,0,2,3,3,7,2,5,1,4,7,2,3,5,2,0,0,3,5
5048,1,2,8,1,5,1,3,6,0,3,4,3,3,1,3,5,2,1,0,3,3,2,5,4,6,0,3,6,3,3,3,2,1,0,3,3
5049,1,5,2,1,5,1,3,6,1,3,0,1,8,0,1,8,8,0,1,1,0,1,1,8,6,1,2,6,3,0,0,9,0,0,5,8
5050,1,1,8,1,5,2,2,4,0,5,6,3,1,3,2,5,4,0,1,2,2,2,5,4,4,2,4,4,5,3,3,3,0,0,3,3
5051,1,2,5,2,2,0,5,4,2,4,3,3,4,3,5,2,3,1,0,4,1,2,7,2,4,2,4,5,4,0,2,4,3,2,7,3
5052,3,1,4,1,5,2,2,4,0,5,6,3,1,3,2,5,4,0,1,2,2,2,5,4,4,2,4,4,5,3,3,3,0,0,3,1
5053,1,2,9,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,4
5054,1,3,2,2,6,0,2,9,0,0,0,3,6,5,3,2,4,0,0,5,0,0,0,9,7,2,0,2,7,0,5,0,4,0,7,7
5055,1,2,1,0,5,0,4,7,0,2,2,5,2,3,4,2,5,0,0,4,0,0,6,3,6,3,0,2,7,3,4,3,0,0,4,6
